paper_id,domain,section_name,section_family,paragraph_index,label,label_source_rule,text,token_count,row_id,tsne_x,tsne_y
PMC13288254,biomedicine,Introduction,introduction,0,macro,macro_intro_first2,"A drug is a chemical substance that, when inhaled, injected, smoked, consumed, absorbed via a patch on the skin, or dissolved under the tongue, causes a physiological change in the body. In pharmacology, a pharmaceutical drug is a chemical substance used to treat, cure, prevent, or diagnose a disease or promote well‐being (Flynn). Veterinary drugs are substances that are made to treat, prevent, or diagnose diseases in animals. Such drugs are broadly categorized in different chemical classes and therapeutic areas, for example, antibiotics, anthelmintics, antiprotozoals, antihistamines, and hormones (Beyene and Tesega). Veterinary drugs play an essential role in livestock production for therapeutic and prophylactic purposes, growth promoters, preservation and processing of food, and preslaughter control of stress, which can be administered in the feed or the drinking water, used in vaccination and other management practices (Shitaye et al.). Animal healthcare necessitates the availability of safe, effective, and affordable drugs of the required quality in adequate amounts at all times (Dutta).",160,46,3.504591,3.7149887
PMC13083544,biomedicine,Conclusion,conclusion,3,macro,macro_conclusion,"The resolution of cognitive dissonance stood out as a powerful motivator. Participants expressed a desire to align their actions with their ethical beliefs, particularly around kindness and reducing harm. This internal alignment was linked to improved psychological wellbeing, suggesting that veganism could serve as a form of values‐based living. Health promotion strategies that tap into this moral congruence by highlighting the emotional and ethical benefits of dietary change may resonate more deeply with male audiences.",75,604,15.836012,-32.701202
PMC13179474,biomedicine,CONCLUSION,conclusion,0,macro,macro_conclusion,"First, leadership development should move beyond procedural knowledge and legal compliance, encompassing emotional intelligence, communication skills, and the ability to coordinate under pressure (Eid et al., ). Leaders must remain composed in uncertain situations, inspire confidence in stakeholders, and make informed, timely decisions.",43,1233,12.548866,-21.386147
PMC13264966,biomedicine,Conclusions,conclusion,0,macro,macro_conclusion,The combination of cVSSI with APCI is here evaluated as a means to enhance the ionization efficiency for complex mixture analysis such as that encountered in metabolomics studies. The work shows that many compounds within a mixture exhibit higher ionization efficiencies when employing cVSSI‐APCI than ESI‐based techniques. This advantage is observed across a range of solvent conditions representing those encountered in LC–MS analyses of metabolite extracts. Simple experiments employing manual control of applied voltage suggest that it will be possible to alternate ion source conditions between those representing ESI‐like ionization and APCI‐like ionization. They also show that the alternating conditions can be accomplished on a timescale that would be suited to implementation in a single LC–MS run.,117,269,-4.849338,21.936697
PMC12967033,biomedicine,Introduction,introduction,1,macro,macro_intro_first2,"The primary limitation of using Kernza straw is the low forage nutritive value. Recent studies have reported the concentration of neutral detergent fiber (NDF), acid detergent fiber (ADF), and crude protein (CP) in Kernza straw to range from 67.2 to 73.3, 38.2 to 48.9, and 2.7% to 5.6% dry matter (DM), respectively. Forages with more than 68% NDF and less than 8% CP often do not allow Bos taurus cows to maintain condition, as the high fiber concentration restricts their intake and microbial activity in the rumen is limited by the lack of nitrogen. Therefore, an effective way to balance and utilize low-quality forages, like Kernza straw, involves mixing with a greater-quality forage, a strategy commonly implemented with prairie hay or low-quality grass hay. However, Kernza straw is a novel product, and no data on the performance of beef cows are yet available. Thus, our objective was to assess the performance of mature beef cows fed Kernza straw mixed with grass-alfalfa haylage. Our hypothesis was that beef cows fed a mix of Kernza straw and grass-alfalfa haylage would maintain their performance compared with those fed only grass-alfalfa haylage.",188,1125,-4.6892853,1.7885401
PMC13243723,biomedicine,Introduction,introduction,0,macro,macro_intro_first2,"Glutamate, the main excitatory transmitter in cerebral cortex (Conti and Weinberg ), mediates point‐to‐point synaptic transmission, but also spills out of the synaptic cleft of active excitatory synapses to neighboring synapses, thereby exerting modulating effects at farther sites (Isaacson ; Kullmann ; Farrant and Nusser ; Semyanov ; Herman et al. ; Reiner and Levitz ). Such modulation, not predictable on anatomical grounds, occurs at neighboring excitatory and inhibitory synapses through glutamate homo‐ and hetero‐receptors, respectively (Lujan et al. ; Pinheiro and Mulle ; Reiner and Levitz ).",88,1173,3.58505,9.428672
PMC13276611,biomedicine,Conclusions,conclusion,0,macro,macro_conclusion,"A total of 24 novel selenium‐containing compounds based on the 1,4‐naphthoquinone scaffold were synthesized using a fragment‐based drug design strategy. This study represents the first reported incorporation of selenium into 1,4‐naphthoquinone via selenoester and selenocyanate functionalities with antitumor activity. The combination of two redox‐active centers, selenium and naphthoquinone, resulted in enhanced cytotoxic activity, particularly against triple‐negative breast cancer cells. Among the synthesized compounds, B2 and B8 demonstrated the most potent antiproliferative effects, high selectivity indices, and apoptosis induction through reactive oxygen species (ROS) generation. These findings highlight the relevance of selenium‐functionalized naphthoquinones as promising chemotherapeutic candidates and support further investigation into their biological activity and in vivo efficacy.",108,1471,-0.017687887,18.908978
PMC13273094,biomedicine,Introduction,introduction,1,macro,macro_intro_first2,"In particular, we focused on empathy as a potential pathway linking stress to caregiver sensitivity. Empathy is composed of affective and cognitive components that allow individuals to share and understand another person's affective state (De Waal and Preston; Decety and Jackson). Empathy is therefore crucial to understand a child's signals and cues, which is necessary to respond to them appropriately. Indeed, parenting interventions that include components targeting empathic behavior improve overall parenting quality and promote positive child outcomes (Havighurst et al.; Juffer et al.). Furthermore, parents who accurately interpret emotions and their children's mental state engage in more sensitive care (Havighurst et al.; Zeegers et al.), while reduced empathic abilities are associated with negative child attributions and a risk for maladaptive parenting practices (Buisman et al.; Rodriguez; Rodriguez et al.). Since situational empathic behavioral responses are also susceptible to stress, they may help us explain how acute stress influences caregiving. Furthermore, initial evidence suggests that individual differences in trait empathic concern may influence how stress affects individuals, which could help explain mixed findings in the literature (Nitschke and Bartz).",179,96,0.32353112,-14.306641
PMC13291760,biomedicine,Introduction,introduction,1,macro,macro_intro_first2,"Like many technologies, however, digital technologies are not just associated with harms but also present several potential benefits. In some circumstances, interaction with artificial intelligence chatbots can mitigate loneliness (Fang et al. ) and provide meaningful support (Luo et al. ). Social media allows people to maintain relationships across distances and access safe spaces for self‐expression and communication (Popat and Tarrant ). Video games can have restorative effects on mood and help players fulfil their needs for autonomy, competence, and social connectedness (Ballou et al. ). The distinct features of online communication, such as searchability, asynchronicity, and anonymity, enable alternative means for people to express their difficulties, find like‐minded peers, and obtain information about diagnoses and treatments (Rains ). Importantly, the uses and impacts of digital technologies vary as a function of individual and social contexts. People from LGBTQ+ communities (Berger et al. ) and people with disabilities (Rains ), for example, may particularly benefit from online communication for finding safe spaces for self‐expression and peer support. On the other hand, being from a minority or marginalised group puts one at greater risk of harassment and discrimination in online spaces (Imperato and Mancini ).",194,949,3.8507576,-14.474883
PMC13240210,biomedicine,Introduction,introduction,0,macro,macro_intro_first2,"Rabbits are of great interest as pets and laboratory animals, especially in ophthalmological research (Ghaffari and Moghaddassi). However, these animals may become easily stressed and uncooperative, challenging ophthalmological examinations. As rabbits' mortality associated with general anaesthesia is high compared to dogs and cats (1.39% vs. 0.17% and 0.24%, respectively), sedatives can be used to reduce animals' stress and facilitate routine clinical diagnostic techniques (Aghababaei et al.; Bellini et al.; Yavuz et al.). Although sedation can induce adverse ophthalmic side effects, it has been documented that a combination of sedatives may minimize adverse effects (Aghababaei et al.; Di Pietro et al.; Karamichali et al.). As no sedative agent has yet met all the requirements of ophthalmic procedures, research continues to find an ideal sedation protocol with the least adverse effects on ocular parameters (Rastabi et al.).",135,1240,5.630035,1.8425492
PMC12900525,biomedicine,Introduction,introduction,1,macro,macro_intro_first2,"An endodontic sealer is a plastic compound that complements root canal filling by occupying the space between gutta-percha cones and dentinal walls. For clinical effectiveness, it should be easy to insert, provide an adequate working time, and exhibit suitable physicochemical properties to ensure a proper seal. In addition, tolerance by periapical tissues is essential.",54,1452,6.8700833,19.285233
PMC13246274,biomedicine,Conclusions,conclusion,0,macro,macro_conclusion,"Adjustment is a critical issue faced by people worldwide. The findings of this study reveal that Junzi personality, rooted in Chinese Confucian culture, enhances individuals' psychosocial adjustment to contemporary Chinese society. It also improves their overall adjustment processes following significant events. Furthermore, self‐control mediates the positive impact of Junzi personality on psychosocial adjustment. Finally, cultural confidence positively moderates the mediating role of self‐control.",63,1453,1.0454978,-24.385231
PMC13101827,biomedicine,Conclusion,conclusion,0,macro,macro_conclusion,"Although patients with CKD stage 3b were seen frequently by their physicians, the lack of laboratory tests, as recommended by the KDIGO, raises concerns about the adequacy of care provided. Conversely, no significant decline in renal function was observed in the first two years, which corresponded to the median time to nephrology consultation. However, insufficient monitoring of key complications, such as albuminuria, anemia, and mineral and bone disorders, indicates that the absence of a decline in eGFR alone cannot be interpreted as evidence of clinical safety during this waiting period. Future research should investigate the impact of delayed nephrology consultation on the progression of CKD and its complications within the primary care system, particularly in the context of nephrological matrix support. Additionally, efforts should focus on improving the implementation of clinical guidelines and understanding the barriers to their adherence. These findings highlight the need for continuous professional education and structured matrix support within the SUS to enhance the quality of care for patients with CKD stage 3b.",167,841,15.067997,-5.1293344
PMC13291214,biomedicine,INTRODUCTION,introduction,1,macro,macro_intro_first2,"Current clinical CBCT workflows still largely follow a relatively static paradigm. For different treatment sites, such as the head and neck, thorax, abdomen, and pelvis, a fixed set of scanning parameters is usually selected according to established clinical protocols. These parameters include tube potential or X‐ray spectrum, tube current, exposure time, collimator opening size, imaging field‐of‐view (FOV), and the use of a bowtie filter. Although this approach simplifies workflow and quality control, its limitations have become increasingly apparent in precision radiotherapy. Patient anatomy varies substantially, even within the same treatment site; body size, tissue‐density distribution, and the relative positions of the target and organs at risk may differ greatly among individuals. Static scanning parameters therefore cannot be optimized for these patient‐specific differences and may result in either unnecessary imaging dose or insufficient image quality. In addition, large‐field collimation inevitably irradiates anatomical regions that may be unrelated to the current treatment fraction or plan adaptation, which increases both patient dose and scatter‐induced noise in the projections. This can reduce soft‐tissue contrast, particularly around the tumor target and adjacent critical structures, and may compromise contouring accuracy.",184,1083,-12.05285,24.141554
PMC13280649,biomedicine,Conclusions,conclusion,1,macro,macro_conclusion,"The fluorescence ThT assays indicate that both C16‐KTTKS and C16‐RTTRS self‐assemble at low concentrations, with the notable effect that substitution of lysine residues for arginine residues lowered the CAC across the pH range examined. The type of counterion also affected the CAC. Consistent with the cryo‐TEM and SAXS studies of self‐assembly, the CD data confirm pH‐dependent changes in secondary structure with disordered conformation for lipopeptides at pH 2 and C16‐RTTRS with acetate counterions for pH 2–7, consistent with micelle formation. The other samples (C16‐KTTKS at pH 4 or 7 with either counterion, C16‐RTTRS with TFA at pH 4 or 7) show β‐sheet signatures in CD, consistent with the formation of nanotape structures. The pH‐dependent self‐assembly and conformation opens the door for the use of these peptides as pH responsible systems of drug delivery, controlling the dissociation or aggregation of the sequences by pH. This is interesting considering the potential of the peptides in injury healing, since injury and tissues under inflammatory process often present lower pH compared with healthy tissue. Our identification of conditions for hydrogel formation of C16‐KTTKS at pH 7 may also be useful for cell culture and tissue engineering as well as slow‐release applications, with pH‐dependent release also possible. It is notable that C16‐RTTRS does not form hydrogels at the same conditions, and the difference may reflect the greater rigidity and/or bundling of nanotapes observed in cryo‐TEM images for C16‐KTTKS.",233,244,-5.6172204,17.92057
PMC13240127,biomedicine,Introduction,introduction,1,macro,macro_intro_first2,"The epidemiology of fasciolosis is closely linked to environmental conditions that favour the survival of its intermediate host, freshwater snails. Wetland pastures, which serve as essential feed resources during dry seasons, simultaneously provide ideal habitats for these snails (Biowott et al.; Neira et al.). The infective stage of the parasite, the metacercaria, encysts on aquatic and semi‐aquatic plants. When grazing animals ingest contaminated herbage, they become infected (Cuthill et al.). This creates a paradox in livestock feeding systems: The very forages that sustain animals during critical feed shortages are also a major source of infection.",95,1390,7.989794,-0.21267158
PMC13280649,biomedicine,Introduction,introduction,1,macro,macro_intro_first2,"The self‐assembly of peptides and lipopeptides depends on many parameters, solution conditions including pH and concentration, presence of buffers, temperature, etc. Residual counterions from solid‐phase peptide synthesis (SPPS), such as trifluoracetate (TFA) or acetate may impact both self‐assembly and cytocompatibility of a peptide sequence. TFA may interfere with the hydrogen bonding network, and also induce cytotoxicity or even reduce cell proliferation, while acetate salts tend to be better tolerated than TFA and have been approved by the FDA as certified pharmaceutical salts for drugs.",84,1488,1.0283098,22.624706
PMC13178718,biomedicine,INTRODUCTION,introduction,0,macro,macro_intro_first2,"Children who begin their lives with CHD requiring cardiac surgery often have challenges to their early regulation and then to later emotional and behavioral development. Given strong evidence that responsive caregiving, co‐regulation, and parental buffering can support healthy development in the face of early adversity (for a review, see Hostinar & Gunnar,), it is essential to examine these relational processes within the context of CHD. The early experience of surgery and hospitalization for correction of CHD is a profoundly stressful and potentially traumatic experience for both the infant and their parent(s). Infants endure multiple stressors, including but not limited to, invasive medical and surgical treatments, frequent handling by unfamiliar hands manipulating their fragile body and sensory stimulation from bright lights, unusual smells, and strange sounds (Kazak et al.,). Infants with CHD may experience their body as unreliable and unpredictable, with these experiences potentially overwhelming their capacity to regulate, leading to negative emotionality, hyperarousal, or avoidance symptoms of a trauma stress response (Jordan et al.,).",164,661,3.192566,-16.6571
PMC13130151,biomedicine,INTRODUCTION,introduction,1,macro,macro_intro_first2,"PMH is critical because maternal psychological difficulties can affect both women and infants and, in severe cases, are associated with suicide risk (WHO, ). Countries such as the United Kingdom and Australia have developed advanced guidelines and service models (National Institute for Health and Care Excellence, , Austin et al., ). Similar international efforts have expanded globally (Department of Health, ; Griffen et al., ; Høivik et al., ; Honikman et al., ; Rahman et al., ), informing PMH policy and practice across diverse health systems, including Japan. As these initiatives progress, various challenges—including those experienced by midwives as care providers—have been reported (Coates & Foureur, ; Viveiros & Darling, ).",111,323,5.4815645,-14.4984255
PMC13243936,biomedicine,Conclusion,conclusion,1,macro,macro_conclusion,"This reconceptualisation is deliberately designed to stimulate thought. This paper does not assert that it has resolved the complex issues AI poses for nursing education; instead, the aim is to demonstrate that these questions are fundamentally epistemological and philosophical, rather than merely technical or pragmatic, and they require the kind of critical inquiry that nursing's intellectual traditions are uniquely equipped to conduct. The nurse educator has always been more than just a transmitter of information; in the age of AI, the core of that ‘more’ must be explicitly theorised, intentionally cultivated and firmly defended.",94,1020,25.628431,-31.373936
PMC13242104,biomedicine,Introduction,introduction,0,macro,macro_intro_first2,"Chronic lymphocytic leukemia (CLL) is a clonal malignancy of CD5+ B cells and represents the most common form of adult leukemia, particularly in aging populations worldwide. The clinical course of CLL is highly heterogeneous, with some patients remaining asymptomatic for years while others experience rapid disease progression, therapeutic resistance, and poor survival outcomes. This variability is largely influenced by underlying genomic alterations and disruptions in key regulatory pathways.",68,1417,9.406994,8.860749
PMC13176648,biomedicine,Introduction,introduction,1,macro,macro_intro_first2,"Wasting in U6M infants leads to an elevated risk of childhood morbidity and mortality higher than that of wasted older children (6–59 months) (Kerac et al. ; Grijalva‐Eternod et al. ). The severity of malnutrition in this early infancy period influences the overall growth and development of these infants (Kerac et al. ) underscoring the need for timely and effective interventions for preventing, identification and management (World Health Organization ).",70,1024,9.469003,-6.2402177
PMC13239990,biomedicine,CONCLUSION,conclusion,1,macro,macro_conclusion,"The input from participants about the improvement of the tool helped us determine the next iteration of the installation., The participants' feedback has guided us through three iterations. The unexpected, yet most helpful comments were regarding the 2.5D animation by adding interactivity through the 3D models and music, or a guide to the experience. Another component that could be added would be gamification, which would increase mental stimulation and incentive to learn. The findings further suggested overarching guidance for such interactions, such as providing more direction to the participant and preparing the interactive pieces for heavy use by using sturdy materials. We believe that multimedia interactive installations represent a valuable addition to STEAM education by offering an engaging alternative for learning about abstract scientific processes. Based on the collected user feedback, our findings suggest that multimodal visualizations combining art and science have the potential to enhance learning through interactivity and aesthetic appeal and warrant further development and a more detailed study.",161,1327,24.99137,-19.825575
PMC13288447,biomedicine,Introduction,introduction,0,macro,macro_intro_first2,"Strong‐Ties and Weak‐Ties Rationalities (STWTR) theory offers an alternative approach to understanding cultural influence that moves beyond the conventional Individualism and Collectivism framework (Sundararajan ). Rationality refers to reasoning about the world and the implicit logic underpinning such reasoning. According to Sundararajan , strong‐ties (ST) and weak‐ties (WT) rationalities represent the logic and reasoning processes underpinning two primary ontological orientations that concern how we are related to others—to closely related others (ST), such as family and intimates, or to unrelated others (WT), such as acquaintances and strangers. Consistent with the theory of ecological rationality (Todd et al. ), which posits that rationality and ecological niche have co‐evolved, Sundararajan  claims that ST and WT rationalities have co‐evolved with ST and WT ancestral niches, respectively.",123,524,24.645554,-25.433138
PMC13170511,biomedicine,Conclusion and Unanswered Questions,conclusion,0,macro,macro_conclusion,"MH reactions are potentially life‐threatening events that predominantly occur in young individuals. Importantly, case fatality has declined over recent decades, and no deaths have been reported in the past 20 years.",31,9,11.867851,-3.6408281
PMC13265629,biomedicine,Conclusion,conclusion,0,macro,macro_conclusion,"In this large, diverse and multicountry sample, the frequency of CSUCP was not associated with children's gross and fine MS, visual–spatial working memory or inhibition. These findings suggest that the frequency of CSUCP alone may not be associated with these outcomes during this stage. The results highlight the need for more nuanced and context‐sensitive approaches to measuring CSUCP. Future studies should examine these associations using longitudinal designs, distinguishing between interruptions and distractions and considering diverse socioeconomic settings, cultural contexts and opportunities available to children. Future research should also include other measures of cognition and MS to better understand the potential consequences of CSUCP.",103,1016,-0.19517586,-18.381437
PMC13288175,biomedicine,Introduction,introduction,1,macro,macro_intro_first2,"Metabolic reprogramming is a defining hallmark of tumors. Among metabolic pathways, (Hanahan ) glutamine metabolism has attracted considerable attention because of its dual function as a carbon and nitrogen source, estalishing its role as a “carbo–nitrogen hub” (Cluntun et al. ). Through glutaminolysis, glutamine supplies α‐ketoglutarate to the tricarboxylic acid (TCA) cycle to support bioenergetics and anabolic processes, while glutathione (GSH) and nicotinamide adenine dinucleotide phosphate (NADPH) production to counter oxidative stress and preserve redox homeostasis (Gong et al. ; Jin et al. ). Tumors frequently exhibit pronounced glutamine dependence, or “glutamine addiction” (Quek et al. ; Zou et al. ). Aberrant reprogramming of glutamine metabolism not only sustains cancer cell proliferation and survival, but also drives tumor microenvironment (TME) remodeling, including activating cancer‐associated fibroblasts, enhancing immunosuppressive myeloid‐derived suppressor cell and Tregs functions, and promoting tumor‐supportive macrophage polarization (Zou et al. ; Ma et al. ; Hu et al. ). Consequently, glutamine metabolism maintains cellular homeostasis while shaping a microenvironment that fosters tumor migration and invasion, positioning it as a major metabolic driver of the metastatic cascade.",177,1245,4.910426,10.197391
PMC13264484,biomedicine,Abstract,abstract,-1,macro,macro_abstract,"Systematic documentation of functioning in people with Parkinson's disease (pwPD) requires a standardized language to enable comparability across services and countries. The International Classification of Functioning, Disability and Health (ICF) provides this framework; however, instruments recommended by the European Physiotherapy Guideline for Parkinson's disease have not previously been linked to its categories. This study aimed to link items from the Pre‐Assessment Information Form (PIF) to ICF categories using the refined linking rules. Methodological study. Two independent evaluators with extensive knowledge of the ICF taxonomic framework applied 10 refined linking rules to 26 PIF items, working independently and blindly. Disagreements were resolved by a third evaluator with prior ICF experience. Inter‐rater agreement was assessed using the Kappa coefficient (95% confidence interval). Initial inter‐rater agreement was moderate across all ICF taxonomy levels (k = 0.42–0.54; p < 0.001), decreasing as category specificity increased. Following a final consensus, 26 PIF items were linked to 25 unique ICF categories and 34 linked concepts across two components: Activities and Participation (21 categories; 84.0%) and Body Functions (4 categories; 16.0%). Within Activities and Participation, categories were predominantly distributed in the d4 Mobility domain (14 categories; 66.7%), followed by d5 Self‐care (4; 19.0%), d6 Domestic Life (2; 9.5%), and d2 General Tasks and Demands (1; 4.8%). Secondary concepts were identified for seven items. The resulting set of 25 ICF categories provides a structured description of the mobility and body function domains represented in the instrument. The application of ICF qualifiers to grade the severity of patient‐reported limitations represents a potential next step, subject to implementation and validation in applied clinical settings.",264,223,-12.538431,-11.646445
PMC13173394,biomedicine,Conclusions,conclusion,1,macro,macro_conclusion,"In summary, this first study of investigating LAP‐MALDI for the analysis of synthetic polymers revealed a set of new and distinct MS‐based analytical possibilities, which can complement and add to the capabilities of conventional MALDI and ESI MS analysis of synthetic polymers. Further optimization of instrumental parameters, droplet compositions, and additive strategies could expand its use across a wider range of applications and systems in synthetic polymer research and analysis.",70,658,-1.7950512,21.486998
PMC13285003,biomedicine,Introduction,introduction,1,macro,macro_intro_first2,"The present studies examined people's perceptions of the percent of the population that followed a vegan diet, a vegetarian (but not vegan) diet, a meat‐reduction diet and an omnivorous diet. These perceptions were examined in light of a recently proposed model, Uncertainty‐Based Rescaling (UBR; Guay et al. ), that was developed to explain people's tendencies to overestimate the size of minorities and to underestimate the size of majorities. Applying the UBR to people's estimates of the percent of people who follow different diets leads to the prediction that people will overestimate the percent of vegans, vegetarians and reducetarians because they are minorities, and people will underestimate the percent of omnivores because omnivores are in the majority.",116,197,26.675724,-8.507135
PMC13253170,biomedicine,Introduction,introduction,1,macro,macro_intro_first2,"The rapid increase in prescribing has been attributed in part to its use as an alternative to opioids for the management of chronic pain in the context of the overdose crisis and growing evidence challenging the safety and efficacy of long‐term opioid therapy for chronic pain. This has been further supported by clinical guidelines presenting gabapentin as a first‐line therapy for broadly indicated neuropathic pain, despite the United States Food and Drug Administration's rejection of gabapentin for additional pain conditions in the early 2000s. Since it became available as a generic drug in the early 2000s, the financial incentive to seek approval for additional indications is low. While off‐label pharmaceutical prescribing is not inherently harmful or unusual, it operates at a greater level of clinical uncertainty that makes weighing the potential risks and benefits of treatment more challenging. In the context of gabapentin, there are growing concerns around the rapidly expanded use of the drug in light of the inconsistent quality of evidence supporting its off‐label use, poorly demonstrated efficacy across unapproved indications and emergent safety concerns.",177,1155,13.68098,-3.6218565
